shipment_id,supplier,origin,destination,transport_mode,distance_km,shipping_cost,weather_condition,traffic_level,order_priority,expected_delivery_days,actual_delivery_days,delayed
SHP-003088,Supplier_H,New York,Las Vegas,Rail,1150,9060.54,Clear,Moderate,High,6,5,0
SHP-003089,Supplier_H,Houston,Portland,Road,3801,1241.61,Storm,Low,Medium,14,14,0
SHP-003090,Supplier_E,New York,Detroit,Air,2880,5342.73,Fog,Low,Critical,11,10,0
SHP-003091,Supplier_P,San Jose,Boston,Road,1688,2880.89,Clear,Moderate,Critical,12,10,0
SHP-003092,Supplier_E,Houston,Atlanta,Air,3978,518.26,Clear,Moderate,Medium,1,1,0
SHP-003093,Supplier_O,San Diego,Las Vegas,Road,2468,6702.04,Clear,Low,Low,3,8,1
SHP-003094,Supplier_X,San Antonio,Atlanta,Sea,536,8634.57,Clear,High,High,7,11,1
SHP-003095,Supplier_T,Los Angeles,Detroit,Rail,2928,1670.88,Clear,High,Medium,7,6,0
SHP-003096,Supplier_L,Dallas,Nashville,Sea,1656,8133.52,Fog,Severe,Critical,5,12,1
SHP-003097,Supplier_N,Phoenix,Seattle,Road,3958,8541.29,Rain,Low,Low,3,2,0
SHP-003098,Supplier_W,San Diego,Denver,Air,1404,9147.69,Snow,Moderate,Low,13,12,0
SHP-003099,Supplier_R,Dallas,Nashville,Air,2484,2689.59,Snow,Moderate,High,7,6,0
SHP-003100,Supplier_P,San Diego,Las Vegas,Air,282,9044.33,Rain,Low,Critical,5,11,1
SHP-003101,Supplier_Y,New York,Nashville,Sea,1689,3240.59,Snow,Moderate,Critical,6,11,1
SHP-003102,Supplier_R,New York,Las Vegas,Sea,1687,5545.76,Rain,High,High,3,2,0
SHP-003103,Supplier_Z,Philadelphia,Detroit,Road,759,552.55,Clear,Low,Low,6,6,0
SHP-003104,Supplier_V,New York,Miami,Sea,259,486.62,Rain,Severe,Low,7,12,1
SHP-003105,Supplier_G,Philadelphia,Portland,Sea,4053,7217.71,Rain,High,Low,14,20,1
SHP-003106,Supplier_Y,New York,Boston,Rail,1111,4472.58,Storm,High,Critical,8,7,0
SHP-003107,Supplier_H,San Antonio,Detroit,Road,152,2600.11,Fog,High,Medium,2,9,1
SHP-003108,Supplier_V,Los Angeles,Atlanta,Air,2407,1944.61,Clear,Low,Medium,2,6,1
SHP-003109,Supplier_Y,Houston,Miami,Road,1328,6716.04,Snow,High,High,14,13,0
SHP-003110,Supplier_T,Dallas,Nashville,Rail,1135,54.0,Clear,Low,Low,6,4,0
SHP-003111,Supplier_Z,San Diego,Nashville,Rail,3802,8068.62,Snow,High,Low,8,10,1
SHP-003112,Supplier_C,Dallas,Seattle,Air,4145,838.53,Clear,Low,Critical,5,5,0
SHP-003113,Supplier_Q,Chicago,Boston,Rail,4549,1955.32,Clear,Low,Medium,14,12,0
SHP-003114,Supplier_O,San Jose,Seattle,Sea,1364,3893.05,Clear,Moderate,Critical,1,1,0
SHP-003115,Supplier_Q,Houston,Nashville,Sea,1984,4874.34,Rain,Low,Low,11,11,0
SHP-003116,Supplier_W,Los Angeles,Denver,Sea,1909,3582.2,Clear,Moderate,Medium,1,1,0
SHP-003117,Supplier_L,New York,Orlando,Rail,3267,3241.09,Fog,Moderate,Low,10,12,1
SHP-003118,Supplier_C,Chicago,Boston,Air,3897,9640.96,Clear,High,Critical,9,14,1
SHP-003119,Supplier_S,San Diego,Las Vegas,Sea,2441,6433.72,Fog,Moderate,Medium,4,3,0
SHP-003120,Supplier_D,New York,Orlando,Rail,3514,283.16,Snow,Low,Medium,12,13,1
SHP-003121,Supplier_B,San Diego,Portland,Rail,917,4330.25,Clear,Low,Low,10,8,0
SHP-003122,Supplier_R,San Jose,Las Vegas,Rail,2537,8756.34,Clear,Moderate,Low,1,1,0
SHP-003123,Supplier_Q,New York,Nashville,Road,988,3049.49,Snow,Moderate,Medium,11,10,0
SHP-003124,Supplier_G,Houston,Atlanta,Road,767,990.84,Rain,High,Critical,8,6,0
SHP-003125,Supplier_S,Chicago,Miami,Sea,4828,7595.93,Rain,Low,Low,2,1,0
SHP-003126,Supplier_R,New York,Seattle,Air,2724,6079.84,Clear,Low,Critical,12,10,0
SHP-003127,Supplier_E,Chicago,Atlanta,Air,4332,5724.61,Clear,Low,Low,2,1,0
SHP-003128,Supplier_F,New York,Seattle,Rail,4623,583.09,Fog,Low,Critical,1,1,0
SHP-003129,Supplier_K,Phoenix,Atlanta,Sea,918,1447.97,Clear,Low,Critical,1,1,0
SHP-003130,Supplier_Q,Los Angeles,Miami,Air,2288,6244.37,Clear,High,Medium,9,9,0
SHP-003131,Supplier_O,San Diego,Miami,Road,1206,2117.85,Clear,Low,Medium,13,12,0
SHP-003132,Supplier_D,San Jose,Orlando,Air,2324,5065.5,Snow,Moderate,Low,1,7,1
SHP-003133,Supplier_V,Chicago,Boston,Road,297,5471.57,Snow,Moderate,Low,6,6,0
SHP-003134,Supplier_G,San Jose,Seattle,Road,2771,2870.9,Clear,Low,High,12,11,0
SHP-003135,Supplier_W,Los Angeles,Atlanta,Rail,3592,9486.83,Clear,High,High,7,14,1
SHP-003136,Supplier_S,Los Angeles,Las Vegas,Air,2548,8432.52,Clear,Moderate,High,4,3,0
SHP-003137,Supplier_P,Los Angeles,Atlanta,Road,570,7237.62,Clear,Moderate,Critical,5,4,0
SHP-003138,Supplier_C,San Diego,Boston,Rail,2048,826.04,Clear,High,Low,4,5,1
SHP-003139,Supplier_Q,San Jose,Seattle,Air,3999,1105.99,Fog,Low,Critical,4,2,0
SHP-003140,Supplier_O,San Jose,Orlando,Sea,2110,4953.17,Clear,High,Low,10,8,0
SHP-003141,Supplier_Z,Houston,Nashville,Air,3900,1649.1,Clear,Moderate,Medium,1,1,0
SHP-003142,Supplier_B,Los Angeles,Nashville,Air,4218,9783.74,Storm,Moderate,Low,6,9,1
SHP-003143,Supplier_O,Houston,Nashville,Sea,3896,1627.28,Clear,High,Critical,14,14,0
SHP-003144,Supplier_E,San Antonio,Atlanta,Rail,4088,4900.3,Rain,High,Low,10,11,1
SHP-003145,Supplier_Q,Philadelphia,Seattle,Rail,334,3673.0,Clear,Moderate,Critical,14,13,0
SHP-003146,Supplier_N,San Antonio,Boston,Road,1028,6411.89,Clear,High,High,10,9,0
SHP-003147,Supplier_O,Philadelphia,Portland,Air,3707,1333.91,Fog,Moderate,High,7,6,0
SHP-003148,Supplier_S,Los Angeles,Seattle,Air,622,4331.65,Rain,Moderate,Medium,7,7,0
SHP-003149,Supplier_B,San Jose,Denver,Road,3623,2783.32,Clear,Low,Critical,8,7,0
SHP-003150,Supplier_R,Dallas,Seattle,Sea,4626,8883.13,Rain,Low,Low,7,5,0
SHP-003151,Supplier_O,Chicago,Detroit,Road,4988,453.83,Fog,High,Medium,6,4,0
SHP-003152,Supplier_V,Philadelphia,Boston,Rail,1729,9141.59,Clear,Low,Medium,12,10,0
SHP-003153,Supplier_Z,Houston,Orlando,Road,4728,8338.29,Rain,Low,High,8,10,1
SHP-003154,Supplier_J,New York,Boston,Air,1416,3010.83,Fog,High,High,3,3,0
SHP-003155,Supplier_X,San Jose,Miami,Air,2957,7903.44,Clear,Low,Medium,9,9,0
SHP-003156,Supplier_A,Chicago,Atlanta,Air,1224,360.57,Snow,Low,Medium,3,2,0
SHP-003157,Supplier_M,Philadelphia,Denver,Road,2687,9670.31,Rain,Moderate,High,4,5,1
SHP-003158,Supplier_I,Los Angeles,Las Vegas,Sea,1123,5289.62,Rain,Moderate,Medium,13,11,0
SHP-003159,Supplier_A,Los Angeles,Orlando,Road,1478,3067.65,Clear,High,Low,10,8,0
SHP-003160,Supplier_X,Phoenix,Portland,Rail,3474,3657.7,Clear,Moderate,Critical,14,13,0
SHP-003161,Supplier_G,Chicago,Boston,Sea,1619,710.73,Rain,Moderate,Low,6,4,0
SHP-003162,Supplier_S,San Antonio,Seattle,Road,326,9894.03,Clear,High,Medium,12,10,0
SHP-003163,Supplier_C,Chicago,Denver,Road,991,440.95,Clear,Moderate,High,14,13,0
SHP-003164,Supplier_B,Philadelphia,Detroit,Rail,4172,6566.33,Clear,Moderate,Medium,12,11,0
SHP-003165,Supplier_N,Dallas,Atlanta,Air,2357,4455.22,Clear,High,Medium,8,13,1
SHP-003166,Supplier_L,Chicago,Denver,Road,2888,9491.72,Fog,Moderate,High,3,1,0
SHP-003167,Supplier_W,San Diego,Denver,Air,496,2497.7,Clear,Low,Low,13,20,1
SHP-003168,Supplier_C,Houston,Detroit,Rail,2178,5344.26,Fog,Low,Medium,10,13,1
SHP-003169,Supplier_R,San Jose,Portland,Road,4844,4849.44,Clear,Moderate,Low,6,5,0
SHP-003170,Supplier_B,New York,Denver,Road,4524,7043.52,Rain,Low,High,5,12,1
SHP-003171,Supplier_C,Chicago,Miami,Rail,3337,726.7,Clear,Moderate,High,5,11,1
SHP-003172,Supplier_P,Los Angeles,Portland,Air,3993,1978.2,Snow,High,Critical,5,8,1
SHP-003173,Supplier_B,San Jose,Nashville,Air,2105,2184.92,Snow,Moderate,Critical,9,13,1
SHP-003174,Supplier_J,San Antonio,Detroit,Road,2116,7394.6,Clear,Low,Medium,13,15,1
SHP-003175,Supplier_N,Chicago,Miami,Road,3271,1931.93,Fog,High,Critical,7,5,0
SHP-003176,Supplier_F,New York,Denver,Sea,2768,5756.24,Clear,Low,Low,12,12,0
SHP-003177,Supplier_Y,San Diego,Boston,Air,1978,2191.68,Rain,High,Medium,9,10,1
SHP-003178,Supplier_E,Los Angeles,Atlanta,Sea,1296,8623.17,Fog,Moderate,Medium,9,7,0
SHP-003179,Supplier_Y,New York,Denver,Air,1872,9424.75,Storm,Low,Critical,13,18,1
SHP-003180,Supplier_U,New York,Miami,Road,261,5209.01,Fog,Severe,High,14,13,0
SHP-003181,Supplier_X,Chicago,Orlando,Air,4076,3555.47,Clear,Low,High,6,6,0
SHP-003182,Supplier_U,Los Angeles,Detroit,Air,1851,2378.87,Clear,Severe,Low,14,14,0
SHP-003183,Supplier_N,San Jose,Portland,Road,875,545.32,Clear,Low,Medium,6,4,0
SHP-003184,Supplier_L,Phoenix,Orlando,Road,1039,2721.58,Rain,Low,Medium,4,4,0
SHP-003185,Supplier_M,San Antonio,Miami,Road,3320,6559.65,Snow,Low,Critical,8,12,1
SHP-003186,Supplier_O,San Diego,Portland,Air,639,5359.49,Clear,Low,Critical,14,13,0
SHP-003187,Supplier_M,Chicago,Seattle,Sea,1561,9443.21,Rain,High,Low,2,2,0
SHP-003188,Supplier_M,Houston,Portland,Sea,455,3992.96,Clear,Moderate,Critical,5,3,0
SHP-003189,Supplier_C,Chicago,Atlanta,Air,3704,6953.94,Clear,High,High,1,1,0
SHP-003190,Supplier_V,Phoenix,Miami,Sea,3423,4918.76,Rain,Low,Low,10,8,0
SHP-003191,Supplier_V,Dallas,Miami,Air,334,5150.13,Clear,Moderate,Medium,14,21,1
SHP-003192,Supplier_R,San Diego,Orlando,Road,1648,2714.35,Storm,Moderate,High,2,1,0
SHP-003193,Supplier_E,San Antonio,Boston,Road,2196,4576.76,Clear,Moderate,High,1,1,0
SHP-003194,Supplier_U,Houston,Seattle,Air,4313,4734.31,Snow,Moderate,High,6,12,1
SHP-003195,Supplier_L,Chicago,Las Vegas,Road,2201,7081.09,Clear,Moderate,High,2,3,1
SHP-003196,Supplier_D,San Jose,Las Vegas,Road,1773,9409.37,Clear,Low,Low,12,11,0
SHP-003197,Supplier_F,New York,Denver,Air,2200,3326.75,Rain,High,Critical,4,2,0
SHP-003198,Supplier_R,San Jose,Denver,Rail,3757,469.89,Storm,High,Low,13,16,1
SHP-003199,Supplier_M,Chicago,Atlanta,Air,4753,4988.14,Clear,Moderate,Medium,5,5,0
SHP-003200,Supplier_Q,San Diego,Atlanta,Road,3696,5467.39,Clear,Low,Low,7,13,1
SHP-003201,Supplier_E,San Jose,Boston,Rail,3848,1725.98,Rain,Low,Low,10,14,1
SHP-003202,Supplier_X,Los Angeles,Detroit,Air,3273,7616.62,Clear,Low,Low,1,1,0
SHP-003203,Supplier_H,Phoenix,Portland,Road,1915,9850.04,Storm,Low,High,12,17,1
SHP-003204,Supplier_A,Philadelphia,Portland,Road,3941,9460.46,Snow,Low,Low,11,11,0
SHP-003205,Supplier_Y,San Antonio,Detroit,Air,2105,2011.21,Clear,High,Medium,5,10,1
SHP-003206,Supplier_A,New York,Las Vegas,Sea,4593,8759.86,Clear,Moderate,Critical,4,2,0
SHP-003207,Supplier_J,Dallas,Boston,Air,774,7059.71,Snow,Moderate,Critical,7,7,0
SHP-003208,Supplier_O,Houston,Portland,Air,486,4565.77,Clear,Low,High,14,12,0
SHP-003209,Supplier_V,Houston,Boston,Air,2258,5429.08,Rain,Severe,Critical,10,9,0
SHP-003210,Supplier_X,Los Angeles,Detroit,Air,2761,8503.52,Clear,Low,High,7,5,0
SHP-003211,Supplier_R,Dallas,Portland,Rail,2164,4827.34,Rain,High,Critical,8,9,1
SHP-003212,Supplier_N,Los Angeles,Miami,Air,3951,3763.41,Clear,Severe,Critical,4,3,0
SHP-003213,Supplier_R,San Jose,Detroit,Rail,3353,4957.81,Storm,High,Critical,4,9,1
SHP-003214,Supplier_M,Philadelphia,Boston,Road,4736,5812.34,Clear,Severe,Medium,10,12,1
SHP-003215,Supplier_H,Dallas,Detroit,Rail,4366,1931.32,Clear,Moderate,Medium,5,5,0
SHP-003216,Supplier_H,Dallas,Las Vegas,Air,839,9014.03,Storm,Low,Critical,5,11,1
SHP-003217,Supplier_O,Houston,Orlando,Road,1501,6758.16,Clear,Low,Critical,11,9,0
SHP-003218,Supplier_L,San Diego,Portland,Sea,3359,6351.03,Clear,Low,Low,3,1,0
SHP-003219,Supplier_E,Houston,Atlanta,Sea,2377,1039.99,Clear,Low,Low,5,5,0
SHP-003220,Supplier_I,Phoenix,Boston,Air,4004,6061.53,Clear,Moderate,High,5,5,0
SHP-003221,Supplier_G,New York,Las Vegas,Road,4023,1253.56,Fog,Low,High,8,6,0
SHP-003222,Supplier_X,Houston,Miami,Sea,4314,833.04,Snow,High,Critical,7,12,1
SHP-003223,Supplier_Y,Los Angeles,Denver,Sea,3327,5296.74,Clear,Low,High,8,7,0
SHP-003224,Supplier_D,Chicago,Nashville,Air,2931,4057.72,Snow,Moderate,Low,13,13,0
SHP-003225,Supplier_B,San Diego,Seattle,Air,3858,5908.66,Rain,Severe,Medium,5,4,0
SHP-003226,Supplier_Z,San Diego,Denver,Rail,2612,937.76,Fog,Low,Critical,12,14,1
SHP-003227,Supplier_V,Chicago,Detroit,Sea,2251,4338.28,Clear,High,Low,11,18,1
SHP-003228,Supplier_N,Chicago,Portland,Sea,3775,1789.13,Rain,High,Low,2,1,0
SHP-003229,Supplier_T,New York,Miami,Sea,2845,9871.65,Rain,Low,Low,8,10,1
SHP-003230,Supplier_Y,New York,Seattle,Sea,3966,5633.44,Clear,Moderate,Critical,9,7,0
SHP-003231,Supplier_A,Philadelphia,Orlando,Rail,3864,6890.0,Clear,Low,High,2,2,0
SHP-003232,Supplier_H,Phoenix,Nashville,Air,2322,3287.91,Clear,High,Medium,14,12,0
SHP-003233,Supplier_G,Houston,Detroit,Road,2892,992.65,Snow,Moderate,Low,1,3,1
SHP-003234,Supplier_C,San Antonio,Seattle,Sea,1797,9759.92,Clear,Moderate,Critical,12,10,0
SHP-003235,Supplier_D,Phoenix,Atlanta,Rail,3562,2898.28,Fog,High,High,6,8,1
SHP-003236,Supplier_T,Philadelphia,Seattle,Sea,4163,4266.89,Clear,Low,Low,3,3,0
SHP-003237,Supplier_B,San Jose,Nashville,Air,1624,6516.15,Rain,High,Low,1,7,1
SHP-003238,Supplier_O,San Diego,Atlanta,Rail,4860,295.74,Fog,High,Critical,13,12,0
SHP-003239,Supplier_T,New York,Boston,Sea,132,8112.08,Rain,High,Medium,6,6,0
SHP-003240,Supplier_V,Los Angeles,Las Vegas,Rail,4125,5388.95,Storm,High,Critical,12,14,1
SHP-003241,Supplier_W,New York,Portland,Sea,2666,2818.26,Storm,Moderate,Medium,8,6,0
SHP-003242,Supplier_B,Dallas,Las Vegas,Road,2903,663.0,Clear,Severe,Medium,9,12,1
SHP-003243,Supplier_H,Chicago,Denver,Road,3996,1666.86,Rain,Low,High,13,13,0
SHP-003244,Supplier_X,Chicago,Boston,Sea,3809,8955.59,Clear,Moderate,Medium,6,5,0
SHP-003245,Supplier_B,New York,Detroit,Rail,819,6875.94,Rain,Low,High,12,11,0
SHP-003246,Supplier_M,San Diego,Detroit,Rail,4679,2536.52,Clear,Severe,High,6,13,1
SHP-003247,Supplier_O,Dallas,Nashville,Road,1072,702.73,Snow,High,Critical,1,8,1
SHP-003248,Supplier_H,Los Angeles,Orlando,Road,3818,6921.62,Rain,High,High,5,5,0
SHP-003249,Supplier_R,Los Angeles,Nashville,Sea,4502,5745.46,Clear,Low,Critical,3,2,0
SHP-003250,Supplier_G,Houston,Boston,Air,4652,4074.97,Clear,High,Low,7,5,0
SHP-003251,Supplier_Y,San Diego,Boston,Rail,2307,3667.93,Fog,High,Medium,12,16,1
SHP-003252,Supplier_Y,San Jose,Seattle,Road,4526,2207.3,Clear,Moderate,Low,9,14,1
SHP-003253,Supplier_B,San Jose,Miami,Rail,4420,6712.63,Clear,Low,Medium,13,18,1
SHP-003254,Supplier_E,Philadelphia,Orlando,Air,3130,9708.15,Clear,Moderate,Critical,11,11,0
SHP-003255,Supplier_Q,San Antonio,Las Vegas,Air,3675,1798.37,Fog,Low,High,6,4,0
SHP-003256,Supplier_J,Houston,Detroit,Rail,3216,5991.31,Fog,Moderate,High,5,4,0
SHP-003257,Supplier_H,Philadelphia,Orlando,Sea,3385,4270.64,Rain,Low,Critical,7,7,0
SHP-003258,Supplier_X,Houston,Atlanta,Road,743,4494.55,Storm,Low,Medium,11,9,0
SHP-003259,Supplier_S,Los Angeles,Nashville,Sea,4811,2578.77,Clear,Low,Medium,9,8,0
SHP-003260,Supplier_K,Philadelphia,Portland,Sea,294,8260.09,Fog,Low,Low,5,4,0
SHP-003261,Supplier_S,Houston,Orlando,Air,4096,4878.29,Clear,Low,Medium,5,3,0
SHP-003262,Supplier_T,Los Angeles,Detroit,Sea,588,5456.89,Clear,Severe,Low,10,16,1
SHP-003263,Supplier_Y,Houston,Boston,Sea,2304,3082.37,Clear,Moderate,Medium,4,3,0
SHP-003264,Supplier_V,San Antonio,Atlanta,Air,2757,1858.99,Rain,Low,Medium,5,4,0
SHP-003265,Supplier_K,Houston,Miami,Sea,3376,904.81,Snow,Moderate,Critical,7,7,0
SHP-003266,Supplier_H,San Antonio,Portland,Sea,1202,7155.49,Clear,Moderate,Medium,3,2,0
SHP-003267,Supplier_J,Houston,Denver,Air,1341,2002.53,Fog,Severe,Low,4,5,1
SHP-003268,Supplier_E,Los Angeles,Portland,Air,615,6916.25,Clear,Low,High,9,8,0
SHP-003269,Supplier_V,San Diego,Denver,Rail,492,3934.25,Clear,Low,High,12,11,0
SHP-003270,Supplier_Q,San Jose,Las Vegas,Sea,730,4186.96,Clear,Severe,Low,2,7,1
SHP-003271,Supplier_H,San Diego,Boston,Sea,3816,4718.32,Rain,Low,Medium,8,6,0
SHP-003272,Supplier_N,New York,Orlando,Road,1947,3708.7,Storm,Low,Medium,9,11,1
SHP-003273,Supplier_J,San Antonio,Las Vegas,Air,2755,1051.17,Clear,Low,Low,5,3,0
SHP-003274,Supplier_I,Chicago,Denver,Air,1079,3130.84,Rain,Low,Low,7,14,1
SHP-003275,Supplier_B,Houston,Boston,Sea,4629,6654.16,Clear,Severe,Low,6,11,1
SHP-003276,Supplier_R,San Jose,Portland,Air,3502,6674.55,Rain,Low,Low,1,1,0
SHP-003277,Supplier_S,San Diego,Boston,Air,3971,2897.93,Fog,Severe,Critical,8,12,1
SHP-003278,Supplier_X,Chicago,Atlanta,Rail,377,4628.02,Clear,Severe,Medium,9,8,0
SHP-003279,Supplier_F,San Antonio,Boston,Air,332,1974.8,Storm,Moderate,High,10,8,0
SHP-003280,Supplier_U,Philadelphia,Miami,Road,1652,2143.2,Rain,Low,Critical,11,12,1
SHP-003281,Supplier_V,Chicago,Portland,Sea,3370,279.32,Clear,Low,Critical,1,1,0
SHP-003282,Supplier_N,San Diego,Miami,Rail,2509,8972.63,Fog,Moderate,Medium,8,7,0
SHP-003283,Supplier_R,Houston,Seattle,Sea,3612,2146.53,Clear,Moderate,Low,3,2,0
SHP-003284,Supplier_P,Philadelphia,Boston,Sea,125,2313.96,Clear,Moderate,Low,12,11,0
SHP-003285,Supplier_B,Phoenix,Orlando,Air,560,2832.03,Clear,Moderate,Low,6,6,0
SHP-003286,Supplier_L,Houston,Atlanta,Road,3864,1317.71,Clear,Severe,Low,10,16,1
SHP-003287,Supplier_U,Philadelphia,Miami,Road,3531,6410.67,Storm,Moderate,Low,8,6,0
SHP-003288,Supplier_V,Chicago,Portland,Rail,3583,797.67,Rain,Moderate,High,5,5,0
SHP-003289,Supplier_M,New York,Boston,Rail,2094,1385.31,Fog,High,Low,8,13,1
SHP-003290,Supplier_Z,San Jose,Miami,Road,590,6465.33,Clear,Low,Critical,7,7,0
SHP-003291,Supplier_Q,New York,Nashville,Rail,1172,3429.62,Clear,Low,Low,7,5,0
SHP-003292,Supplier_K,Phoenix,Detroit,Sea,3273,7094.08,Clear,Low,Low,7,5,0
SHP-003293,Supplier_W,Chicago,Miami,Sea,315,5596.38,Rain,Low,Low,9,7,0
SHP-003294,Supplier_N,Los Angeles,Miami,Sea,1823,2597.41,Fog,Moderate,Critical,6,4,0
SHP-003295,Supplier_N,San Diego,Boston,Rail,1692,6525.74,Rain,Low,Medium,6,6,0
SHP-003296,Supplier_E,San Diego,Denver,Road,2706,1206.92,Clear,Moderate,Medium,11,11,0
SHP-003297,Supplier_J,San Antonio,Detroit,Sea,258,5387.28,Storm,Severe,Medium,9,10,1
SHP-003298,Supplier_M,Chicago,Boston,Sea,4881,4399.62,Snow,Low,Critical,6,6,0
SHP-003299,Supplier_F,Philadelphia,Las Vegas,Rail,3413,2715.34,Clear,Moderate,Medium,7,7,0
SHP-003300,Supplier_Y,Houston,Las Vegas,Rail,2941,6059.85,Storm,Low,Critical,7,6,0
SHP-003301,Supplier_R,Phoenix,Denver,Road,1876,8719.77,Clear,Low,Critical,2,2,0
SHP-003302,Supplier_P,San Jose,Atlanta,Rail,2152,9989.1,Clear,Moderate,Low,13,20,1
SHP-003303,Supplier_H,Chicago,Boston,Air,2395,6097.24,Clear,Severe,Critical,12,10,0
SHP-003304,Supplier_H,San Jose,Denver,Road,1796,4076.82,Clear,Low,Low,8,8,0
SHP-003305,Supplier_J,Chicago,Seattle,Air,3093,2290.81,Clear,Low,High,12,10,0
SHP-003306,Supplier_W,San Jose,Nashville,Rail,2569,2608.11,Clear,Low,High,11,14,1
SHP-003307,Supplier_E,Dallas,Orlando,Rail,2046,4820.58,Clear,Low,Low,6,11,1
SHP-003308,Supplier_Z,Houston,Atlanta,Sea,3909,3704.41,Snow,Low,Critical,4,4,0
SHP-003309,Supplier_O,Los Angeles,Boston,Air,2883,9142.45,Fog,Moderate,Critical,11,9,0
SHP-003310,Supplier_B,San Antonio,Seattle,Air,3744,3714.54,Snow,Low,High,13,11,0
SHP-003311,Supplier_R,Dallas,Miami,Rail,2600,3765.77,Clear,Moderate,Critical,7,6,0
SHP-003312,Supplier_N,San Diego,Portland,Road,3745,3866.17,Clear,Moderate,Medium,8,13,1
SHP-003313,Supplier_N,Houston,Detroit,Sea,2745,8374.37,Clear,Moderate,Low,1,1,0
SHP-003314,Supplier_R,San Jose,Seattle,Rail,2449,6525.34,Clear,Low,Low,10,8,0
SHP-003315,Supplier_Q,San Diego,Nashville,Air,2032,6160.98,Rain,Severe,Low,13,11,0
SHP-003316,Supplier_E,San Diego,Nashville,Road,3394,3374.72,Rain,Low,High,13,12,0
SHP-003317,Supplier_M,Phoenix,Nashville,Sea,1857,8188.15,Snow,High,Medium,4,3,0
SHP-003318,Supplier_H,New York,Atlanta,Road,1216,431.72,Rain,Low,Medium,4,4,0
SHP-003319,Supplier_I,San Antonio,Boston,Road,2667,8714.43,Clear,Moderate,Critical,10,10,0
SHP-003320,Supplier_G,Houston,Boston,Sea,3599,5151.86,Clear,Low,Low,9,9,0
SHP-003321,Supplier_K,Houston,Orlando,Rail,592,4012.59,Rain,Low,Low,13,13,0
SHP-003322,Supplier_U,Philadelphia,Boston,Air,3406,4996.81,Clear,Low,Medium,6,6,0
SHP-003323,Supplier_C,San Antonio,Denver,Rail,719,6690.78,Clear,Low,Critical,4,3,0
SHP-003324,Supplier_O,San Jose,Orlando,Air,3332,177.02,Clear,High,Low,13,13,0
SHP-003325,Supplier_L,Houston,Nashville,Rail,3923,8721.94,Clear,Moderate,Low,1,1,0
SHP-003326,Supplier_C,San Jose,Detroit,Road,2480,4495.06,Clear,Low,Low,8,10,1
SHP-003327,Supplier_R,Chicago,Orlando,Road,1646,3462.52,Storm,Moderate,High,11,16,1
SHP-003328,Supplier_X,San Jose,Denver,Sea,3663,1425.54,Storm,High,Low,9,10,1
SHP-003329,Supplier_G,New York,Seattle,Rail,1705,4422.68,Clear,High,High,5,3,0
SHP-003330,Supplier_B,San Antonio,Boston,Sea,3852,4988.41,Clear,Low,High,5,4,0
SHP-003331,Supplier_I,New York,Denver,Road,4775,4066.28,Snow,High,High,10,14,1
SHP-003332,Supplier_M,New York,Nashville,Rail,1990,6802.67,Clear,Low,Medium,8,15,1
SHP-003333,Supplier_V,San Diego,Las Vegas,Rail,1375,4237.92,Clear,Moderate,High,8,7,0
SHP-003334,Supplier_T,Dallas,Seattle,Road,2843,9616.1,Clear,Moderate,Medium,5,10,1
SHP-003335,Supplier_T,New York,Boston,Sea,2593,6012.81,Clear,High,Low,4,2,0
SHP-003336,Supplier_B,San Antonio,Boston,Rail,456,8084.41,Snow,Severe,Medium,6,9,1
SHP-003337,Supplier_C,Dallas,Atlanta,Sea,969,1138.09,Storm,Severe,High,10,11,1
SHP-003338,Supplier_G,San Antonio,Boston,Rail,985,4003.05,Clear,Low,Low,5,4,0
SHP-003339,Supplier_Z,San Diego,Orlando,Sea,2101,3401.63,Clear,Severe,Low,8,10,1
SHP-003340,Supplier_Y,Los Angeles,Portland,Air,1383,5716.35,Clear,Low,High,9,7,0
SHP-003341,Supplier_S,San Diego,Las Vegas,Sea,719,8618.08,Clear,Low,Medium,13,13,0
SHP-003342,Supplier_X,San Diego,Denver,Rail,982,829.47,Fog,Moderate,High,1,1,0
SHP-003343,Supplier_V,Houston,Nashville,Rail,896,772.12,Rain,Moderate,Medium,9,8,0
SHP-003344,Supplier_R,Los Angeles,Nashville,Sea,3742,8510.66,Rain,Moderate,High,13,12,0
SHP-003345,Supplier_G,Dallas,Atlanta,Sea,3525,2167.86,Snow,Moderate,Critical,9,9,0
SHP-003346,Supplier_P,New York,Denver,Air,1396,6704.09,Storm,Severe,Critical,6,9,1
SHP-003347,Supplier_G,San Antonio,Las Vegas,Road,4814,5451.64,Storm,Low,Low,11,9,0
SHP-003348,Supplier_K,Houston,Portland,Road,344,8337.29,Clear,Low,Critical,10,8,0
SHP-003349,Supplier_J,Chicago,Detroit,Road,2995,1294.63,Clear,Severe,High,5,8,1
SHP-003350,Supplier_A,Philadelphia,Las Vegas,Air,1029,1341.34,Rain,Low,Critical,7,5,0
SHP-003351,Supplier_G,Phoenix,Detroit,Road,619,5590.34,Clear,Moderate,High,11,9,0
SHP-003352,Supplier_G,Houston,Portland,Road,3312,9466.47,Fog,Moderate,High,8,6,0
SHP-003353,Supplier_X,Los Angeles,Detroit,Rail,2509,4179.23,Rain,Moderate,High,9,7,0
SHP-003354,Supplier_D,New York,Nashville,Air,107,3303.07,Fog,Moderate,Critical,9,7,0
